0-pair0.wav, 0.805320
0-pair1.wav, 0.781811
0-pair2.wav, 0.793152
1-pair0.wav, 0.812242
1-pair1.wav, 0.802721
1-pair2.wav, 0.811437
10-pair0.wav, 0.769586
10-pair1.wav, 0.771976
10-pair2.wav, 0.779745
100-pair0.wav, 1.042098
100-pair1.wav, 1.061369
100-pair2.wav, 1.037004
1000-pair0.wav, 0.938821
1000-pair1.wav, 0.918384
1000-pair2.wav, 0.982755
10000-pair0.wav, 0.944634
10000-pair1.wav, 1.001678
10000-pair2.wav, 0.985215
10001-pair0.wav, 1.055068
10001-pair1.wav, 1.062415
10001-pair2.wav, 1.041596
10002-pair0.wav, 0.697256
10002-pair1.wav, 0.702129
10002-pair2.wav, 0.700689
10003-pair0.wav, 0.894495
10003-pair1.wav, 0.891378
10003-pair2.wav, 0.884453
10004-pair0.wav, 0.633600
10004-pair1.wav, 0.644008
10004-pair2.wav, 0.624527
10005-pair0.wav, 0.717080
10005-pair1.wav, 0.730088
10005-pair2.wav, 0.719442
10006-pair0.wav, 0.463450
10006-pair1.wav, 0.480363
10006-pair2.wav, 0.463169
10007-pair0.wav, 0.705802
10007-pair1.wav, 0.687191
10007-pair2.wav, 0.691380
10008-pair0.wav, 1.147579
10008-pair1.wav, 1.164192
10008-pair2.wav, 1.139127
10009-pair0.wav, 0.767426
10009-pair1.wav, 0.774436
10009-pair2.wav, 0.786865
1001-pair0.wav, 0.809011
1001-pair1.wav, 0.802194
1001-pair2.wav, 0.801516
10010-pair0.wav, 0.763940
10010-pair1.wav, 0.754025
10010-pair2.wav, 0.770941
10011-pair0.wav, 0.834249
10011-pair1.wav, 0.853537
10011-pair2.wav, 0.818648
10012-pair0.wav, 0.895488
10012-pair1.wav, 0.886043
10012-pair2.wav, 0.921698
10013-pair0.wav, 0.944634
10013-pair1.wav, 0.892296
10013-pair2.wav, 0.958776
10014-pair0.wav, 0.731536
10014-pair1.wav, 0.744969
10014-pair2.wav, 0.729796
10015-pair0.wav, 1.146601
10015-pair1.wav, 1.153622
10016-pair0.wav, 0.894476
10016-pair1.wav, 0.887599
10016-pair2.wav, 0.888027
10017-pair0.wav, 0.815281
10017-pair1.wav, 0.811151
10017-pair2.wav, 0.814277
10018-pair0.wav, 1.006545
10018-pair1.wav, 0.985471
10018-pair2.wav, 0.964997
10019-pair0.wav, 0.900641
10019-pair1.wav, 0.903475
10019-pair2.wav, 0.894787
1002-pair0.wav, 0.924311
1002-pair1.wav, 0.920315
1002-pair2.wav, 0.935286
10020-pair0.wav, 0.942662
10020-pair1.wav, 0.953404
10020-pair2.wav, 0.951766
10021-pair0.wav, 0.657880
10021-pair1.wav, 0.646687
10021-pair2.wav, 0.657378
10022-pair0.wav, 0.741210
10022-pair1.wav, 0.735964
10022-pair2.wav, 0.757134
10023-pair0.wav, 1.165921
10023-pair1.wav, 1.168549
10023-pair2.wav, 1.154249
10024-pair0.wav, 0.935813
10024-pair1.wav, 0.955397
10024-pair2.wav, 0.941913
10025-pair0.wav, 0.880150
10025-pair1.wav, 0.892389
10025-pair2.wav, 0.885624
10026-pair0.wav, 1.186893
10026-pair1.wav, 1.145734
10026-pair2.wav, 1.158957
10027-pair0.wav, 0.859147
10027-pair1.wav, 0.871043
10027-pair2.wav, 0.864793
10028-pair0.wav, 0.746270
10028-pair1.wav, 0.744580
10028-pair2.wav, 0.744546
